,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Location Good,Date Occurred (datetime),Zip Code
1663689,181100523,01/18/2018,01/17/2018,940,11,Northeast,1181,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402 2004,,M,O,719.0,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,442.0,998.0,,,1900 W  SUNSET                       BL,,"(34.0808, -118.2655)",True,2018-01-17,90026
1670255,181905133,01/24/2018,01/22/2018,2350,19,Mission,1918,220,ATTEMPTED ROBBERY,0337 0432,,M,O,402.0,MARKET,304.0,CLUB/BAT,AA,Adult Arrest,220.0,,,,13700    FOOTHILL                     BL,,"(34.3086, -118.4317)",True,2018-01-22,91342
1704561,181907837,03/15/2018,03/15/2018,1040,19,Mission,1977,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,29.0,F,H,408.0,AUTO SUPPLY STORE*,,,IC,Invest Cont,442.0,,,,8600    WOODMAN                      AV,,"(34.2265, -118.433)",True,2018-03-15,91331
1664807,181600545,01/17/2018,01/17/2018,950,16,Foothill,1618,624,BATTERY - SIMPLE ASSAULT,0416,56.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11000    IRMA                         AV,,"(34.2688, -118.3006)",True,2018-01-17,91042
1680930,180106797,02/08/2018,02/05/2018,1,1,Central,111,330,BURGLARY FROM VEHICLE,0344 1606,24.0,M,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,700    YALE                         ST,,"(34.0612, -118.2417)",True,2018-02-05,90012
1692235,181006733,03/01/2018,02/28/2018,1700,10,West Valley,1079,330,BURGLARY FROM VEHICLE,0344,49.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4900    COLLETT                      AV,,"(34.1586, -118.4825)",True,2018-02-28,91436
1704697,182007775,03/11/2018,03/11/2018,1330,20,Olympic,2034,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,30.0,M,K,101.0,STREET,,,IC,Invest Cont,330.0,,,,KINGSLEY                     DR,7TH                          ST,"(34.0597, -118.3031)",True,2018-03-11,90005
1664513,181404840,01/15/2018,01/14/2018,1400,14,Pacific,1473,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606,45.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,8100    COLEGIO                      DR,,"(33.9635, -118.4236)",True,2018-01-14,90045
1673617,181206086,01/27/2018,01/19/2018,1200,12,77th Street,1218,662,"BUNCO, GRAND THEFT",0701 0800 1822,48.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,700 W  53RD                         ST,,"(33.9942, -118.2856)",True,2018-01-19,90037
1654105,180304165,01/03/2018,01/03/2018,2145,3,Southwest,362,910,KIDNAPPING,2000 0337 0344 1814 0400 0432 0418,47.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,910.0,,,,4500    AUGUST                       ST,,"(34.016, -118.3473)",True,2018-01-03,90008
1695716,180506815,03/02/2018,03/02/2018,1310,5,Harbor,501,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1236,31.0,M,H,407.0,HARDWARE/BUILDING SUPPLY,,,AA,Adult Arrest,442.0,,,,700 W  182ND                        ST,,"(33.8698, -118.2858)",True,2018-03-02,90248
1683059,181105906,02/13/2018,02/12/2018,1830,11,Northeast,1141,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,35.0,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,1800 N  NEW HAMPSHIRE                AV,,"(34.1036, -118.2933)",True,2018-02-12,90027
1654644,181104117,01/03/2018,01/03/2018,1200,11,Northeast,1102,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,35.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,4000    PERLITA                      AV,,"(34.1255, -118.2648)",True,2018-01-03,90039
1690897,180406434,02/23/2018,01/30/2018,1700,4,Hollenbeck,441,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,17.0,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,500 N  MISSION                      RD,,"(34.0543, -118.2258)",True,2018-01-30,90033
1685875,180206753,02/20/2018,02/20/2018,540,2,Rampart,221,310,BURGLARY,1607 0342 0213,17.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,4100    BEVERLY                      BL,,"(34.0777, -118.2961)",True,2018-02-20,90004
1654414,180804051,01/02/2018,01/01/2018,720,8,West LA,853,310,BURGLARY,0342 0358 1607 0202 0216 1605 0344 0349 1822,,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1700    BELOIT                       AV,,"(34.0468, -118.4473)",True,2018-01-01,90025
1662653,180504653,01/14/2018,01/14/2018,1925,5,Harbor,507,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 0913 0400 1814 0408 2000,34.0,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,998.0,,,DENKER,227TH                        ST,"(33.8202, -118.3037)",True,2018-01-14,90501
1668349,181004893,01/20/2018,01/19/2018,1700,10,West Valley,1008,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,16200    VANOWEN                      ST,,"(34.1939, -118.4858)",True,2018-01-19,91406
1681405,180306742,02/10/2018,02/10/2018,2255,3,Southwest,311,350,"THEFT, PERSON",0344 0910 2032,36.0,M,B,950.0,MTA - EXPO LINE - LA CIENEGA/JEFFERSON,,,IC,Invest Cont,350.0,,,,5600 W  JEFFERSON                    BL,,"(34.0263, -118.3686)",True,2018-02-10,90016
1671577,180305545,01/24/2018,01/24/2018,1800,3,Southwest,321,624,BATTERY - SIMPLE ASSAULT,0360 0561 1242 0444 1202,72.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3400 S  LA BREA                      AV,,"(34.0238, -118.3669)",True,2018-01-24,90016
1702416,181200630,03/08/2018,03/08/2018,225,12,77th Street,1263,310,BURGLARY,1602 2018 1402 0329 1607,17.0,X,X,418.0,,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,8100 S  WESTERN                      AV,,"(33.9655, -118.309)",True,2018-03-08,90047
1683320,181207199,02/12/2018,02/11/2018,1200,12,77th Street,1256,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 W  74TH                         ST,,"(33.9727, -118.2842)",True,2018-02-11,90044
1659671,181804475,01/09/2018,01/07/2018,2300,18,Southeast,1844,310,BURGLARY,0417 0344,58.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,800 E  IMPERIAL                     HY,,"(33.9345, -118.2623)",True,2018-01-07,90059
1689018,181706396,02/19/2018,02/19/2018,330,17,Devonshire,1707,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1251 1606,21.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,12700    JIMENO                       AV,,"(34.3011, -118.5027)",True,2018-02-19,91344
1679637,181705516,02/02/2018,02/01/2018,2100,17,Devonshire,1716,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 0329,38.0,M,O,101.0,STREET,,,IC,Invest Cont,420.0,,,,12100    SALEM                        DR,,"(34.2903, -118.5085)",True,2018-02-01,91344
1673279,181104334,01/09/2018,01/08/2018,2205,11,Northeast,1151,624,BATTERY - SIMPLE ASSAULT,0416 1218 0400 0448,49.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4900 W  SUNSET                       BL,,"(34.0982, -118.2961)",True,2018-01-08,90027
1678217,181005767,02/08/2018,02/05/2018,1700,10,West Valley,1043,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,26.0,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,5700    YOLANDA                      AV,,"(34.1745, -118.5407)",True,2018-02-05,91356
1703271,181408618,03/17/2018,03/16/2018,2340,14,Pacific,1489,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,42.0,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,440.0,,,,9400    GLASGOW                      PL,,"(33.9508, -118.3715)",True,2018-03-16,90045
1683622,181406272,02/07/2018,02/06/2018,1945,14,Pacific,1479,624,BATTERY - SIMPLE ASSAULT,0416,37.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5500 W  MANCHESTER                   BL,,"(33.9654, -118.3783)",True,2018-02-06,90045
1693713,181706586,02/23/2018,02/18/2018,1800,17,Devonshire,1752,330,BURGLARY FROM VEHICLE,0344 0358 1202,61.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,9900    LURLINE                      AV,,"(34.2536, -118.5913)",True,2018-02-18,91311
1666787,180105755,01/26/2018,01/26/2018,30,1,Central,164,350,"THEFT, PERSON",0344,33.0,F,B,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,350.0,,,,100 E  6TH                          ST,,"(34.0453, -118.2499)",True,2018-01-26,90013
1703287,181506953,02/26/2018,02/26/2018,1115,15,N Hollywood,1505,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0443,57.0,M,W,154.0,TRAIN TRACKS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)",True,2018-02-26,91605
1683087,181105946,02/14/2018,02/11/2018,2300,11,Northeast,1132,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,41.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,4100    LOS FELIZ                    BL,,"(34.1131, -118.2809)",True,2018-02-11,90027
1694216,182006803,02/21/2018,02/21/2018,1110,20,Olympic,2002,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1202 0344 0377 0913,68.0,F,A,406.0,OTHER STORE,,,IC,Invest Cont,341.0,,,,500 N  WESTERN                      AV,,"(34.0799, -118.3113)",True,2018-02-21,90004
1673739,181206401,01/31/2018,01/30/2018,1900,12,77th Street,1215,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,49.0,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,1200 W  58TH                         ST,,"(33.9899, -118.2958)",True,2018-01-30,90037
1654109,180304224,01/04/2018,01/04/2018,1740,3,Southwest,393,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 0344 0400 0913,52.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,,,,4100    GARTHWAITE                   AV,,"(34.0095, -118.3231)",True,2018-01-04,90008
1670549,182104812,01/12/2018,01/11/2018,2000,21,Topanga,2155,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,25.0,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,6300    RANDI                        AV,,"(34.1847, -118.6103)",True,2018-01-11,91367
1692242,181100579,02/22/2018,02/22/2018,720,11,Northeast,1186,110,CRIMINAL HOMICIDE,1601 0395 0406 0400 0416 1218 1402,22.0,M,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,800    ACADEMY                      RD,,"(34.0828, -118.2365)",True,2018-02-22,90012
1700110,180308399,03/07/2018,03/07/2018,2100,3,Southwest,357,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 2034 0416 0913 1206,25.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,1300 W  37TH                         DR,,"(34.0191, -118.2977)",True,2018-03-07,90007
1701548,180806880,03/03/2018,02/27/2018,1000,8,West LA,889,310,BURGLARY,0344 0352 1221 1210 0321 1607,58.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1900 S  BEDFORD                      ST,,"(34.0442, -118.3827)",True,2018-02-27,90035
1677749,180805574,02/04/2018,02/04/2018,2040,8,West LA,831,624,BATTERY - SIMPLE ASSAULT,0446 0416,37.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1100 S  BUNDY                        DR,,"(34.0465, -118.4683)",True,2018-02-04,90049
1695808,180506955,03/05/2018,01/01/2018,1200,5,Harbor,503,354,THEFT OF IDENTITY,1822 0928,30.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1000    BAYCREST                     LN,,"(33.7942, -118.2923)",True,2018-01-01,90710
1659199,181504408,01/09/2018,01/09/2018,10,15,N Hollywood,1515,410,"BURGLARY FROM VEHICLE, ATTEMPTED",0216 1300,34.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,410.0,,,,12000    HART                         ST,,"(34.1962, -118.3911)",True,2018-01-09,91605
1692210,181006673,02/28/2018,02/28/2018,200,10,West Valley,1045,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,46.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,17800    MIRANDA                      ST,,"(34.1746, -118.5198)",True,2018-02-28,91316
1695208,180307527,02/22/2018,02/22/2018,2352,3,Southwest,362,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0216 0416 0421 0445 0561,43.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,930.0,,,,4000    COCO                         AV,,"(34.0141, -118.3501)",True,2018-02-22,90008
1673096,180905766,02/03/2018,02/03/2018,400,9,Van Nuys,971,510,VEHICLE - STOLEN,,17.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,15100    MOORPARK                     ST,,"(34.154, -118.4618)",True,2018-02-03,91403
1696803,181006780,03/02/2018,03/02/2018,1510,10,West Valley,1011,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813,63.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,19400    RUNNYMEDE                    ST,,"(34.2057, -118.5557)",True,2018-03-02,91335
1697108,181106980,03/08/2018,02/08/2018,2200,11,Northeast,1143,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,36.0,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,2200    RONDA VISTA                  DR,,"(34.1011, -118.2752)",True,2018-02-08,90027
1699230,182107021,03/02/2018,03/01/2018,1230,21,Topanga,2103,320,"BURGLARY, ATTEMPTED",0314 1607 1202,68.0,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,22400    SCHOENBORN                   ST,,"(34.2205, -118.6147)",True,2018-03-01,91304
1678537,181206569,01/29/2018,01/29/2018,1330,12,77th Street,1269,624,BATTERY - SIMPLE ASSAULT,0416,49.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 E  81ST                         ST,,"(33.9656, -118.2673)",True,2018-01-29,90003
1696668,180907299,03/03/2018,03/02/2018,2330,9,Van Nuys,941,330,BURGLARY FROM VEHICLE,0321 1609,55.0,F,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,5600    HALBRENT                     AV,,"(34.1767, -118.465)",True,2018-03-02,91411
1657469,180604544,01/10/2018,01/09/2018,1400,6,Hollywood,666,510,VEHICLE - STOLEN,,17.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,6100    FOUNTAIN                     AV,,"(34.0944, -118.3223)",True,2018-01-09,90028
1688841,181605834,02/18/2018,02/18/2018,1900,16,Foothill,1635,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,29.0,F,H,109.0,PARK/PLAYGROUND,,,AA,Adult Arrest,740.0,,,,11100    ORCAS                        AV,,"(34.2714, -118.3693)",True,2018-02-18,91342
1685089,182006390,02/13/2018,02/13/2018,1740,20,Olympic,2046,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,42.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,800 S  CATALINA                     ST,,"(34.0578, -118.2954)",True,2018-02-13,90005
1682354,180804253,01/05/2018,01/05/2018,1450,8,West LA,853,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,50.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,FEDERAL                      AV,OHIO                         AV,"(34.0447, -118.454)",True,2018-01-05,90025
1677583,180705711,02/06/2018,02/06/2018,955,7,Wilshire,715,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,17.0,M,O,301.0,GAS STATION,,,IC,Invest Cont,442.0,,,,300 N  LA BREA                      AV,,"(34.0782, -118.3463)",True,2018-02-06,90036
1685951,180306899,02/13/2018,02/13/2018,1030,3,Southwest,335,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 2004 0325,,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,442.0,,,,2800 W  JEFFERSON                    BL,,"(34.0276, -118.3229)",True,2018-02-13,90018
1666792,180105771,01/26/2018,01/26/2018,550,1,Central,153,624,BATTERY - SIMPLE ASSAULT,0416 1810,50.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 S  SPRING                       ST,,"(34.0467, -118.252)",True,2018-01-26,90013
1685829,180206583,02/17/2018,02/17/2018,1855,2,Rampart,202,888,TRESPASSING,2003 0913 1501,27.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,4500    WILLOW BROOK                 AV,,"(34.0897, -118.2893)",True,2018-02-17,90029
1702672,181209274,03/13/2018,03/12/2018,1700,12,77th Street,1258,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0361 0445 0416 0449 0443,54.0,F,B,101.0,STREET,302.0,BLUNT INSTRUMENT,IC,Invest Cont,230.0,,,,100 W  74TH                         ST,,"(33.9728, -118.2739)",True,2018-03-12,90003
1657142,180500517,01/05/2018,01/05/2018,545,5,Harbor,558,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0411 1402 1409 1019,34.0,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,998.0,,,SEPULVEDA,PACIFIC                      AV,"(33.7451, -118.2879)",True,2018-01-05,90731
1673454,181105302,01/31/2018,01/30/2018,2030,11,Northeast,1145,330,BURGLARY FROM VEHICLE,0344 1609,32.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,2600    CORRALITAS                   DR,,"(34.0994, -118.2525)",True,2018-01-30,90039
1689815,182106383,02/18/2018,02/17/2018,2130,21,Topanga,2156,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344 0321,27.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)",True,2018-02-17,91303
1684552,181806378,02/12/2018,02/12/2018,235,18,Southeast,1831,310,BURGLARY,1822 1609 0329,17.0,M,O,501.0,SINGLE FAMILY DWELLING,,,JA,Juv Arrest,310.0,,,,800 W  120TH                        ST,,"(33.9237, -118.2891)",True,2018-02-12,90044
1681141,180206160,02/11/2018,02/08/2018,1200,2,Rampart,236,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BEVERLY,UNION,"(34.0646, -118.2656)",True,2018-02-08,90026
1677521,180705600,02/04/2018,02/04/2018,100,7,Wilshire,721,510,VEHICLE - STOLEN,,17.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,100 S  DOHENY                       DR,,"(34.0753, -118.3897)",True,2018-02-04,90048
1677411,180606300,02/10/2018,02/09/2018,1500,6,Hollywood,639,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0400 0416 0417 0601 0329 2004,17.0,X,X,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,5100    HOLLYWOOD                    BL,,"(34.1036, -118.3049)",True,2018-02-09,90027
1701045,180608193,03/14/2018,03/14/2018,1900,6,Hollywood,646,761,BRANDISH WEAPON,1402 0334 2004 1218,23.0,M,B,101.0,STREET,204.0,FOLDING KNIFE,IC,Invest Cont,761.0,998.0,,,CHEROKEE,HOLLYWOOD,"(34.1016, -118.335)",True,2018-03-14,90028
1684256,181705924,02/09/2018,02/06/2018,1915,17,Devonshire,1764,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344 1203,,X,X,406.0,OTHER STORE,,,IC,Invest Cont,343.0,,,,19500    NORDHOFF                     ST,,"(34.2355, -118.558)",True,2018-02-06,91324
1668951,181304776,01/15/2018,01/15/2018,1350,13,Newton,1345,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0334 0302 0430 0605 1401 1100,23.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,42ND                         ST,CENTRAL                      AV,"(34.0075, -118.2565)",True,2018-01-15,90011
1696097,180607884,03/08/2018,03/07/2018,300,6,Hollywood,632,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,23.0,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,8700    APPIAN                       WY,,"(34.1065, -118.38)",True,2018-03-07,90046
1663170,180804582,01/15/2018,01/15/2018,305,8,West LA,855,624,BATTERY - SIMPLE ASSAULT,0416 0446 0429,23.0,M,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1700    WESTWOOD                     BL,,"(34.0519, -118.4388)",True,2018-01-15,90024
1667519,180505052,01/24/2018,01/24/2018,730,5,Harbor,526,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 0344,30.0,F,H,402.0,MARKET,,,IC,Invest Cont,440.0,,,,300 W  ANAHEIM                      ST,,"(33.7799, -118.265)",True,2018-01-24,90744
1670554,182104861,01/18/2018,01/16/2018,1350,21,Topanga,2177,354,THEFT OF IDENTITY,1822 0930,53.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5500    OWENSMOUTH                   AV,,"(34.1722, -118.6019)",True,2018-01-16,91367
1697704,181407679,03/02/2018,02/28/2018,2000,14,Pacific,1469,330,BURGLARY FROM VEHICLE,1609 0344 1300,28.0,F,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,7100    ALVERN                       ST,,"(33.975, -118.3774)",True,2018-02-28,90045
1663152,180804502,01/12/2018,01/12/2018,1800,8,West LA,859,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 2000 0913 1813 1821 1309 1307,35.0,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,1600 S  WOOSTER                      ST,,"(34.0504, -118.3832)",True,2018-01-12,90035
1659558,181804230,01/03/2018,01/02/2018,830,18,Southeast,1802,310,BURGLARY,1822 0344 0358 0329,33.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,8700 S  MAIN                         ST,,"(33.9591, -118.2739)",True,2018-01-02,90003
1699146,182106828,02/27/2018,02/23/2018,1200,21,Topanga,2149,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000,28.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,7000    OAKDALE                      AV,,"(34.1975, -118.5666)",True,2018-02-23,91306
1663194,180804667,01/15/2018,01/14/2018,2315,8,West LA,804,860,BATTERY WITH SEXUAL CONTACT,0522 1278 0216,27.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,MULHOLLAND                   DR,STONE OAK                    DR,"(0, 0)",True,2018-01-14,
1662709,180504790,01/18/2018,01/17/2018,1953,5,Harbor,506,354,THEFT OF IDENTITY,1822,47.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1500 W  218TH                        ST,,"(33.8303, -118.3038)",True,2018-01-17,90501
1679544,181605469,02/07/2018,02/07/2018,1900,16,Foothill,1612,624,BATTERY - SIMPLE ASSAULT,0416 0446 1601 0429 0508,32.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,PAXTON,GLENOAKS,"(34.2783, -118.4199)",True,2018-02-07,91331
1693282,181506797,02/23/2018,01/22/2018,130,15,N Hollywood,1595,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,72.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,3400    BERRY                        DR,,"(34.1369, -118.3858)",True,2018-01-22,91604
1678937,181400552,01/27/2018,01/27/2018,130,14,Pacific,1465,330,BURGLARY FROM VEHICLE,0344 1300,52.0,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,5000 S  CENTINELA                    AV,,"(33.9866, -118.4153)",True,2018-01-27,90066
1676355,180106638,02/06/2018,02/06/2018,1705,1,Central,195,220,ATTEMPTED ROBBERY,0448 0444 0429 0400,41.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,16TH,LOS ANGELES                  ST,"(34.033, -118.2615)",True,2018-02-06,90015
